name,global_id,entrepot,parent,Date_Création,Date_Update,Mots_clés,Sujet,Auteurs,Publication,PersistentUrl
Physico-chemical parameters of river water in Nivelle and its tributaries (Pyrénées Atlantiques county - France),doi:10.15454/ZDAXAE,Data INRAE,inrae://10.15454/ZDAXAE,2019-03-06T17:08:03Z,2024-11-04T16:15:15Z,"[""Qualité d'eau""]",['Earth and Environmental Sciences'],"['Ollitrault, Martine', 'Carlut, EstherME, Gestion des migrateurs amphihalins dans leur environnement, OFB, INRAE, Institut Agro, Université Pau et Pays de l’Adour, France', 'Lange, Frédéric']",,https://doi.org/10.15454/ZDAXAE
Replication Data for: How does selfing affect the genetic variance of quantitative traits? An updated meta-analysis on empirical results in angiosperm species,doi:10.15454/OMDNEH,Experimental - Observation - Simulation,inrae://10.15454/OMDNEH,2019-03-18T15:04:36Z,2019-04-17T09:37:19Z,,['Agricultural Sciences'],"['Clo, Josselin']",,https://doi.org/10.15454/OMDNEH
Durum wheat phenotypic and genotypic data associated to the paper Fréville et al (2019) Preferential helping to relatives: a potential mechanism responsible for lower yield of crop variety mixtures? Evolutionary Applications,doi:10.15454/20RKZ6,Experimental - Observation - Simulation,inrae://10.15454/20RKZ6,2019-07-09T13:13:15Z,2019-07-24T07:38:35Z,,['Agricultural Sciences'],"['Fréville, Hélène']",,https://doi.org/10.15454/20RKZ6
Supplementary tables to manuscript: “Comparison of double-stranded RNA (dsRNA) and Virion-associated nucleic acids (VANA) metagenomic approaches for phytovirome analyses”,doi:10.15454/OAKDVI,Data INRAE,inrae://10.15454/OAKDVI,2019-07-31T08:47:58Z,2019-07-31T11:52:33Z,,"['Medicine, Health and Life Sciences']","['Ma, Yuxin', 'Marais, Armelle', 'Lefebvre, Marie', 'Theil, Sebastien', 'Svanella-Dumas, Laurence', 'Faure, Chantal', 'Candresse, Thierry']",,https://doi.org/10.15454/OAKDVI
Shallots virome,doi:10.15454/6XCMAE,Data INRAE,inrae://10.15454/6XCMAE,2019-07-02T07:36:27Z,2019-07-02T07:39:34Z,,"['Medicine, Health and Life Sciences']","['Marais Colombel, Armelle']",,https://doi.org/10.15454/6XCMAE
Science for policy 4: Manure: spreading the load?,doi:10.15454/OIXOMR,LandmarkH2020 Dataverse,inrae://10.15454/OIXOMR,2019-10-29T10:48:51Z,2025-05-14T13:28:10Z,"['agricultural soil', 'organic fertilisation', 'nitrogen fertilisation', 'soil function']","['Earth and Environmental Sciences', 'Social Sciences', 'Agricultural Sciences']","['Vrebos, Dirk', 'Bampa, Francesca', 'Schulte, Rogier', 'Creamer, Rachel', 'Jones, Arwyn', 'Staes, Jan', 'Zwetsloot, Marie', 'Debernardini, Mariana', 'O’Sullivan, Lilian']",,https://doi.org/10.15454/OIXOMR
Vitis vinifera cv. Riesling developmental stages,doi:10.15454/GYSGNR,URGI,inrae://10.15454/GYSGNR,2019-10-28T15:11:15Z,2025-01-21T16:22:32Z,"['grapevine', 'phenology']",['Agricultural Sciences'],"['Duchêne, Eric']",,https://doi.org/10.15454/GYSGNR
Potential environmental impacts of water deprivation and land use for food consumption in France and Tunisia.,doi:10.15454/F37SLV,Experimental - Observation - Simulation,inrae://10.15454/F37SLV,2019-09-17T19:35:06Z,2019-09-26T13:50:45Z,"['INCA2', 'TAHINA', 'Water Stress Index', 'LANCA method', 'UN Comtrade', 'FAOSTAT']","['Earth and Environmental Sciences', 'Agricultural Sciences']","['Sinfort, Carole', 'Amiot-Carlin, Marie Josephe', 'Perignon, Marlene', 'Drogue, Sophie']",,https://doi.org/10.15454/F37SLV
Land Use Land Cover High Resolution Map (5-m) for Côte-d’Or (21),doi:10.15454/ECLYGT,Data INRAE,inrae://10.15454/ECLYGT,2020-01-10T09:13:11Z,2024-08-27T12:00:26Z,"['spatial data', 'land cover mapping']",['Other'],"['Hilal, Mohamed']","['French national topographic database (Institut national de l’information géographique et forestière, the French national geographic institute)', 'Land Parcel Identification System (LPIS) database (Agency for Services and Payment, French public institution responsible for the implementation of national and European public policies; Integrated Administration and Control System, European Union)', 'Corine Land Cover (European Environment Agency, Joint Research Center, European Union)']",https://doi.org/10.15454/ECLYGT
Data from: Consistent functional clusters explain the effects of biodiversity on ecosystem productivity in a long-term experiment,doi:10.15454/DD9J5T,UMR Eco&Sols,inrae://10.15454/DD9J5T,2019-11-28T11:04:28Z,2021-09-29T05:48:46Z,,['Earth and Environmental Sciences'],"['Jaillard, Benoît']",,https://doi.org/10.15454/DD9J5T
Willingness-To-Pay for Reshuffling Geographical Indications,doi:10.15454/5ICGGD,Data INRAE,inrae://10.15454/5ICGGD,2020-04-11T07:56:46Z,2022-05-19T12:20:16Z,"['Wine economics', 'Experimental economics', 'Geographical Indication', 'Marsannay, Burgundy']","['Social Sciences', 'Agricultural Sciences']","['Ay, Jean-Sauveur']",,https://doi.org/10.15454/5ICGGD
The genomic impact of mycoheterotrophy: targeted gene losses but extensive expression reprogramming,doi:10.15454/HR9KUX,SPOmics,inrae://10.15454/HR9KUX,2020-05-15T13:57:15Z,2020-07-17T15:06:08Z,,"['Medicine, Health and Life Sciences']","['Delannoy, Etienne', 'Jakalski, Marcin', 'Caïus, José', 'May, Michał', 'Minasiewicz, Julita', 'Selosse, Marc-André']",,https://doi.org/10.15454/HR9KUX
Robert et al. Combining crop growth modelling with trait-assisted prediction improved the prediction of genotype by environment interactions,doi:10.15454/TKMGCQ,Experimental - Observation - Simulation,inrae://10.15454/TKMGCQ,2020-04-17T12:06:48Z,2021-06-22T13:50:21Z,"['wheat', 'crop growth model', 'heading date', 'genomic prediction', 'grain yield', 'genomic selection']",['Agricultural Sciences'],"['Rincent, Renaud']",,https://doi.org/10.15454/TKMGCQ
Données relatives à article: “Assessment of Airborne Transport of Potential Contaminants in a Wind Tunnel” (https://doi.org/10.1061/(ASCE)IR.1943-4774.0001423).,doi:10.15454/FLLOWL,Data INRAE,inrae://10.15454/FLLOWL,2020-10-21T19:58:28Z,2020-11-24T15:20:42Z,,['Earth and Environmental Sciences'],"['Tomas, Severine']",,https://doi.org/10.15454/FLLOWL
Analyses phylogénétiques et clonales de châtaigniers _ Thèse C. Bouffartigue,doi:10.15454/JA42UU,Data INRAE,inrae://10.15454/JA42UU,2020-06-16T15:00:00Z,2020-07-16T14:33:56Z,,['Earth and Environmental Sciences'],"['Bouffartigue, Cathy', 'Flutre, Timothée']",,https://doi.org/10.15454/JA42UU
Pollen species carried by wild bees in wooded and herbaceous semi-natural habitats,doi:10.15454/X8G2LI,Dynafor,inrae://10.15454/X8G2LI,2020-09-30T13:24:15Z,2020-12-16T09:15:18Z,"['pollen', 'wild bees', 'wooded habitat', 'permanent grassland', 'hedgerow', 'forest edge', 'France']",['Other'],"['Rivers-Moore, Justine']",,https://doi.org/10.15454/X8G2LI
A dataset from a 3-year network of field measurements of soil organic nitrogen mineralization under a mild oceanic temperate climate,doi:10.15454/VYEYBK,T_Morvan_UMR SAS dataverse,inrae://10.15454/VYEYBK,2020-10-29T16:42:59Z,2022-04-08T09:01:58Z,"['Soil nitrogen mineralization, field experimental network, cropping system, STICS model']",['Earth and Environmental Sciences'],"['Morvan, Thierry', 'Lambert, Yvon', 'Germain, Philippe', 'Beff, Laure']",,https://doi.org/10.15454/VYEYBK
Mapping of known effector genes on five Meloidogyne genomes,doi:10.15454/P5YIGX,Parasitic transcriptome regulation in M. incognita,inrae://10.15454/P5YIGX,2020-11-25T14:26:34Z,2021-05-27T08:44:33Z,,"['Medicine, Health and Life Sciences']","['Danchin, Etienne', 'Grynberg, Priscila']",,https://doi.org/10.15454/P5YIGX
CowNflow: A dataset on nitrogen flows and balances in dairy cows fed maize forage or herbage-based diets,doi:10.15454/FKDGTG,Emigraze,inrae://10.15454/FKDGTG,2021-02-15T16:35:03Z,2022-03-11T14:25:14Z,,['Agricultural Sciences'],"['Ferreira, Manon', 'Delagarde, Rémy', 'Edouard, Nadège']",,https://doi.org/10.15454/FKDGTG
Firmness data,doi:10.15454/HHAFZF,Multiscale NMR analysis of the degradation of apple structure due to thermal treatment,inrae://10.15454/HHAFZF,2020-12-18T14:55:32Z,2021-05-11T15:27:44Z,"['Firmness', 'Texture analysis', 'Apple']",['Agricultural Sciences'],"['Leca, Alexandre']",,https://doi.org/10.15454/HHAFZF
Simulation Code for comparison of four different experimental designs in mixed cropping experiments,doi:10.15454/VKKIBU,Experimental - Observation - Simulation,inrae://10.15454/VKKIBU,2020-12-09T17:55:19Z,2020-12-10T11:17:00Z,,['Agricultural Sciences'],"['Haug, Benedikt']",,https://doi.org/10.15454/VKKIBU
Contour des masses d'eau souterraines du modèle RECHARGE,doi:10.57745/7GX8NV,Explore2 - Métadonnées,inrae://10.57745/7GX8NV,2024-05-31T14:59:43Z,2024-09-26T08:19:36Z,,['Earth and Environmental Sciences'],"['Robelin, Olivier']",,https://doi.org/10.57745/7GX8NV
RPG complété 2022 Région Provence-Alpes-Côte d'Azur,doi:10.57745/YHAHUX,RPG complété 2022,inrae://10.57745/YHAHUX,2024-06-03T14:55:46Z,2024-06-03T15:02:00Z,"['RPG, RPG complété', 'parcelle agricole (parcelle agricole)']",['Agricultural Sciences'],"['Cantelaube, Pierre', 'Lardot, Benjamin']",,https://doi.org/10.57745/YHAHUX
Near surface geophysics dataset from Bajocian limestones outcropping in 4 quarries of the eastern Paris Basin,doi:10.57745/TMB0HR,Université Paris-Saclay,espace-generique://10.57745/TMB0HR,2024-06-15T15:29:05Z,2024-07-16T08:27:37Z,"['Geophysics', 'near-surface', 'electrical resistivity']",['Earth and Environmental Sciences'],"['Brigaud, Benjamin', 'Pessel, Marc', 'Zeyen, Hermann']",,https://doi.org/10.57745/TMB0HR
Deciphering the respective roles of coating weight and number of layers on the mass transfer properties of polyvinyl alcohol coated cardboards,doi:10.57745/MQXHG9,Experimental - Observation - Simulation,inrae://10.57745/MQXHG9,2024-06-03T12:10:28Z,2024-06-12T18:57:56Z,,['Engineering'],"['Pignères, Emma']",,https://doi.org/10.57745/MQXHG9
RPG complété 2022 Région Île-de-France,doi:10.57745/FPTB5G,RPG complété 2022,inrae://10.57745/FPTB5G,2024-06-13T13:32:01Z,2024-06-13T13:34:09Z,"['RPG, RPG complété', 'parcelle agricole']",['Agricultural Sciences'],"['Cantelaube, Pierre', 'Lardot, Benjamin']",,https://doi.org/10.57745/FPTB5G
Messages et enseignements du projet Explore2,doi:10.57745/J3XIPW,Explore2,inrae://10.57745/J3XIPW,2024-06-26T19:01:12Z,2024-11-07T16:37:04Z,"[""débit de cours d'eau"", 'changement climatique', 'niveau piézométrique', 'accompagnement']",['Earth and Environmental Sciences'],"['Sauquet, Éric', 'Evin, Guillaume', 'Siauve, Sonia', 'Bornancin-Plantier, Audrey', 'Jacquin, Natacha', 'Arnaud, Patrick', 'Bérel, Maud', 'Bernus, Sébastien', 'Bonneau, Jérémie', 'Branger, Flora', 'Caballero, Yvan', 'Colléoni, François', 'Collet, Lila', 'Corre, Lola', 'Drouin, Agathe', 'Ducharne, Agnès', 'Fournier, Maïté', 'Gailhard, Joël', 'Habets, Florence', 'Hendrickx, Frédéric', 'Héraut, Louis', 'Hingray, Benoît', 'Huang, Peng', 'Jaouen, Tristan', 'Jeantet, Alexis', 'Lanini, Sandra', 'Le Lay, Matthieu', 'Loudin, Sarah', 'Magand, Claire', 'Marson, Paula', 'Mimeau, Louise', 'Monteil, Céline', 'Munier, Simon', 'Perrin, Charles', 'Robin, Yoann', 'Rousset, Fabienne', 'Soubeyroux, Jean-Michel', 'Strohmenger, Laurent', 'Thirel, Guillaume', 'Tocquer, Flore', 'Tramblay, Yves', 'Vergnes, Jean-Pierre', 'Vidal, Jean-Philippe', 'Vrac, Mathieu']",,https://doi.org/10.57745/J3XIPW
Intergenic RNAPII Atlas : output data,doi:10.57745/ONGXGD,"Génétique, génomique et bioinformatique",inserm://10.57745/ONGXGD,2024-06-13T08:57:03Z,2024-06-19T13:04:46Z,"['Médecine', 'RNA Polymerase II', 'Génomique', 'Éléments activateurs (génétique)', ""Régulation de l'expression des gènes"", 'ADN intergénique', 'Transcription génétique']","['Medicine, Health and Life Sciences']","['Ballester, Benoit']",,https://doi.org/10.57745/ONGXGD
Building changes on the french part of the functional urban area of Strasbourg between 2011 and 2021,doi:10.57745/RFKKYX,SUBDENSE,univ-gustave-eiffel://10.57745/RFKKYX,2024-06-20T13:27:59Z,2025-02-11T12:13:14Z,"['Densification', 'suburban area']",['Earth and Environmental Sciences'],"['Ndim, Mouhamadou', 'Raimbault, Juste', 'Perret, Julien', 'Bucher, Bénédicte', 'Raimond, Ana-Maria']",,https://doi.org/10.57745/RFKKYX
Dataset article Charton et al 2024,doi:10.57745/ZVWTVX,TRYPTIF,inrae://10.57745/ZVWTVX,2024-06-20T13:14:25Z,2025-04-17T14:50:24Z,,"['Medicine, Health and Life Sciences']","['CHARTON, Elise', 'DEGLAIRE, Amélie', 'LURON, Isabelle']",,https://doi.org/10.57745/ZVWTVX
CAM_RNA-Seq,doi:10.57745/6YDAQD,Omics,inrae://10.57745/6YDAQD,2024-06-20T08:47:41Z,2024-08-19T12:19:13Z,"['transcriptome', 'chicken', 'Gene Ontology']","['Medicine, Health and Life Sciences', 'Agricultural Sciences']","['Hennequet-Antier, Christelle']",,https://doi.org/10.57745/6YDAQD
Life Cycle Assessment of the industrial composting process of biodegradable packaging,doi:10.57745/5SAWNO,Full-scale composting experiment of compostable packaging,upsaclay://10.57745/5SAWNO,2024-08-02T10:02:50Z,2024-08-27T10:05:58Z,"['environmental assessment', 'composting', 'biodegradable packaging', 'life cycle assessment']","['Earth and Environmental Sciences', 'Engineering', 'Agricultural Sciences']","['DOMENEK-AICHERNIG, Sandra', 'BUENDIA, Felipe', 'GASTALDI, Emmanuelle']",,https://doi.org/10.57745/5SAWNO
"Filamentation of C. albicans (SC5314 strain) in presence of PP50 at 0 µg/mL (control), 4 µg/mL, 8 µg/mL, 16 µg/mL and 32 µg/mL, during 0h, 5h and 10h.",doi:10.57745/P2GXGV,Unité de Glycobiologie Structurale et Fonctionnelle (UGSF) - UMR 8576,univ-lille://10.57745/P2GXGV,2024-08-29T07:01:24Z,2024-08-30T13:49:36Z,"['Microscopy', 'timelaps', 'Candida', 'filamentation', 'drug']","['Chemistry', 'Medicine, Health and Life Sciences']","['Popczyk, Pierre', 'Ghinet, Alina', 'Bortolus, Clovis', 'Kamus, Laure', 'Lensink, Marc F', 'De Ruyck, Jérôme', 'Sendid, Boualem', 'Dubar, Faustine']",,https://doi.org/10.57745/P2GXGV
Multi-vehicles dataset with Spoofing of GNSS position,doi:10.57745/3C63J0,Mobile Robotics,univ-lille://10.57745/3C63J0,2024-09-27T14:31:29Z,2025-03-27T18:02:30Z,"['Multi-vehicle System', 'Automotive', 'Autonomous driving', 'Robotics', 'Spoofing of GNSS signals']",['Computer and Information Science'],"['Dherbomez Gerald', 'El Mawas Zaynab', 'Duquesne Maxime', 'De Smet Gauthier', 'Cappelle Cindy', 'El Badaoui El Najjar Maan']",,https://doi.org/10.57745/3C63J0
Halogen-driven adjustment of the colloidal stability of gold nanoparticles produced by laser ablation in liquids,doi:10.57745/19IVNV,Sorbonne Université,sorbonne-univ://10.57745/19IVNV,2024-09-12T13:47:20Z,2025-03-13T15:37:12Z,"['nanoscience', 'x-ray photoemission spectroscopy', 'Transmission electron microscopy', 'Transmission electron microscopy']",['Physics'],"['Levy, Anna', 'Blanchet, Valérie', 'Bozek, John', 'Cabailh, Gregory', 'De Anda Villa, Manuel', 'Gaudin, Jerome', 'Lamour, Emily', 'Macé, Stéphane', 'Aleksandar R. Milosavljevic', 'Prigent, Christophe', 'Robert, Emmanuel', 'Steydli, Sebastien', 'Trassinelli, Martino', 'Vernhet, Dominique', 'Amans, David']",,https://doi.org/10.57745/19IVNV
Data for Metagenomics reveals contrasted responses of microbial communities to wheat straw amendment in cropland and grassland soils,doi:10.57745/OMJUXC,Metagenomics reveals contrasted responses of microbial communities to wheat straw amendment in cropland and grassland soils.,inrae://10.57745/OMJUXC,2024-09-09T14:05:45Z,2024-11-26T15:58:46Z,"['soil microbiota', 'soil biodiversity', 'soil carbon', 'microbial ecology']","['Earth and Environmental Sciences', 'Agricultural Sciences']","['JARRIGE, Domitille', 'TARDY, Vincent', 'LOUX, Valentin', 'RUE, Olivier', 'CHABBI, Abad', 'TERRAT, Sébastien', 'MARON, Pierre-Alain']",,https://doi.org/10.57745/OMJUXC
RPG complété 2022 Région Centre - Val de Loire,doi:10.57745/DR4R45,RPG complété 2022,inrae://10.57745/DR4R45,2024-10-07T16:49:54Z,2024-10-07T17:00:38Z,"['RPG', 'RPG complété', 'land parcel']",['Agricultural Sciences'],"['Cantelaube, Pierre', 'Lardot, Benjamin']",,https://doi.org/10.57745/DR4R45
"XyloDensMap: a georeferenced dataset for the wood density of 110,000 trees from 156 European species in France",doi:10.57745/FA9DRA,XYLODENSMAP Dataverse,inrae://10.57745/FA9DRA,2024-11-05T10:52:36Z,2025-03-04T14:52:26Z,"['lignocellulosic biomass', 'dendrometric measurement', 'temperate forests', 'wood density', 'carbon sink']","['Earth and Environmental Sciences', 'Engineering', 'Physics']","['Cuny, Henri', 'Leban, Jean-Michel', 'Hervé, Jean-Christophe', 'Bontemps, Jean-Daniel', 'Kerfriden, Baptiste', 'Jacquin, Philippe', 'Lacarin, Maxime', 'Dauffy, Vincent', 'Duprez, Cédric', 'Wurpillot, Stéphanie']",,https://doi.org/10.57745/FA9DRA
Dataset of peeling tests performed on porcine scalps,doi:10.12763/HJOAEF,LEM3,univ-lorraine://10.12763/HJOAEF,2024-11-05T16:20:09Z,2024-11-19T14:56:10Z,"['Peeling test', 'Porcine scalp', 'Soft tissue']",['Engineering'],"['Vallet, Yves', 'Baldit, Adrien', 'Laurent, Cédric']",,https://doi.org/10.12763/HJOAEF
Effects of plant-based diet in first month of feeding of alevin rainbow trout (Oncorhynchus mykiss) on gustatory nutrient sensing systems developpement,doi:10.57745/789EYO,Data INRAE,inrae://10.57745/789EYO,2025-01-15T07:42:09Z,2025-04-29T08:21:14Z,"['biomolecular analysis', 'first feeding', 'rainbow trout', 'nutritional experiment', 'aquaculture', 'HPLC-MS', 'qPCR']",['Other'],"['ROY, Jérôme']",,https://doi.org/10.57745/789EYO
Database of direct numerical simulations of Rayleigh-Taylor turbulence at low density contrast: 0D volume-averaged quantities,doi:10.57745/VTM1PN,French Fluid Dynamics Database,cnrs://10.57745/VTM1PN,2024-12-20T11:59:16Z,2025-04-23T10:40:14Z,"['Rayleigh-Taylor instability', 'Turbulence', 'Mixing']",['Physics'],"['Thévenin, Sébastien', 'Gréa, Benoît-Joseph', 'Kluth, Gilles', 'Briard, Antoine']",,https://doi.org/10.57745/VTM1PN
AGRIBALYSE® versions 3.0 & 3.0.1,doi:10.57745/IX0U1R,AGRIBALYSE®,inrae://10.57745/IX0U1R,2024-12-09T10:08:31Z,2024-12-16T14:15:19Z,"['Base de données', 'Alimentation', 'Inventaire de Cycle de Vie ICV', 'Analyse de Cycle de Vie ACV', 'Agriculture', 'Version', 'Rapport méthodologique']","['Earth and Environmental Sciences', 'Agricultural Sciences']","['Asselin-Balençon A.', 'Broekema R.', 'Teulon H.', 'Gastaldi G.', 'Houssier J.', 'Moutia A.', 'Rousseau, V.', 'Wermeille A.', 'Colomb V.']","['<b>REMERCIEMENTS</b> <br>Aux experts qui ont contribué aux développements méthodologiques et à la construction des inventaires du cycle de vie. <br><b>Comité de pilotage</b> <br> Shafik Asal, Eco2Initiative <br>Xavier Bengoa, Quantis <br> Fabrice Bosque, ITERG <br>Laure Du Chaffaut-Koulian, ANSES <br>Armelle Gac, IDELE <br>Arnaud Hélias, Montpellier Supagro <br> Sabine Houdart, ANSES <br> Maxime Magneron, Casino <br> Céline Ménard, ANSES <br> Corinne Mercadié, Casino <br> Emilia Moreno-Ruiz, ecoinvent <br> Louis-Georges Soler, INRAE <br><b>Comité stratégique</b> <br> Angel Avadi, CIRAD <br>Jean-Marc Callois, MAA <br> Samuel Causse, Evea <br> Vincent Colomb, ADEME <br> Laure Du Chaffaut, ANSES <br> Emeric Emonet, ACTA <br> Armelle Gac, IDELE <br> Gérard Gaillard, Agroscope <br> Chantal Gascuel, INRAE <br> Stéphane Gigandet, OpenFoodFacts <br> Lionel Launois, MAA <br> Didier Majou, ACTIA <br> Isabelle Marx, WWF <br>Jérôme Mousset, ADEME <br>Philippe Nouvel, MTES <br> Caroline Pénicaud, INRAE <br> Audrey Rimbaud, ADEME <br> Louis-Georges Soler, INRAE <br> Valérie To, MTES <br>Hayo van der Werf, INRAE <br><b>Réviseurs :</b> <br> Andreas Ciroth, Greendelta <br> Peter Koch, Koch consulting <br> Anne Hollander RIVM <br><b>Experts :</b> <br>Angel Avadì, CIRAD <br> Thomas Cloâtre, Comité des Pêches <br> Sylvie Dauguet, Terres Inovia <br> Sandrine Espagnol, IFIP <br> Dominique Grasselly, CTIFL <br> Anne-Sophie Kouassi, UNILET <br> Marie-Pierre Labau, CTCPA <br>Jean-Paul Lacampagne, Terres Univia <br> Serge Lafond, pépiniériste, Pépinière Lafond <br>Philippe Mourier, Domaine Expérimental de la Tapy <br> Auriane Pierrard, UNILET <br> Pauline Roignant, EVEA <br> Olivier Simler, Domaine Expérimental de la Tapy <br> Aurélie Tailleur, Théo Martin ARVALIS <br><b>Autres :</b> <br> An de Schryver (Commission Européenne)']",https://doi.org/10.57745/IX0U1R
